"AreaID","Kingdom","Class","Family","ScientificName","CommonName","Superseded","NCA","EPBC","Endemicity","WetlandStatus"
"national-park-daintree","animals","birds","Phasianidae","Synoicus ypsilophorus","brown quail",,"C",,"QAI",,
"national-park-daintree","animals","birds","Megapodiidae","Alectura lathami","Australian brush-turkey",,"C",,"QA",,
"national-park-daintree","animals","birds","Megapodiidae","Megapodius reinwardt","orange-footed scrubfowl",,"C",,"QA",,
"national-park-daintree","animals","birds","Casuariidae","Casuarius casuarius (southern population)","southern cassowary (southern population)",,"E","E","Q",,
"national-park-daintree","animals","reptiles","Elapidae","Cacophis churchilli","northern dwarf crowned snake",,"C",,"Q",,
"national-park-daintree","animals","reptiles","Elapidae","Hemiaspis signata","black-bellied swamp snake",,"C",,"QA","I",
"national-park-daintree","animals","reptiles","Elapidae","Tropidechis carinatus","rough-scaled snake",,"C",,"QA",,
"national-park-daintree","animals","reptiles","Colubridae","Boiga irregularis","brown tree snake",,"C",,"QAI",,
"national-park-daintree","animals","reptiles","Colubridae","Dendrelaphis punctulatus","green tree snake",,"C",,"QAI",,
"national-park-daintree","animals","reptiles","Colubridae","Stegonotus australis","slaty-grey snake",,"C",,"Q","I",
"national-park-daintree","animals","reptiles","Colubridae","Tropidonophis mairii","freshwater snake",,"C",,"QAI","I",
"national-park-daintree","animals","reptiles","Boidae","Morelia spilota","carpet python",,"C",,"QA",,
"national-park-daintree","animals","reptiles","Boidae","Simalia kinghorni","amethystine python (Australian form)",,"C",,"Q",,
"national-park-daintree","animals","reptiles","Scincidae","Bellatorias frerei","major skink",,"C",,"QAI",,
"national-park-daintree","animals","reptiles","Scincidae","Calorodius thorntonensis","Thornton Peak skink",,"C",,"Q",,
"national-park-daintree","animals","reptiles","Scincidae","Carlia crypta",,,"C",,"Q",,
"national-park-daintree","animals","reptiles","Scincidae","Carlia munda","shaded-litter rainbow-skink",,"C",,"QA",,
"national-park-daintree","animals","reptiles","Scincidae","Coeranoscincus frontalis","limbless snake-tooth skink",,"C",,"Q",,
"national-park-daintree","animals","reptiles","Scincidae","Concinnia tigrina","yellow-blotched forest-skink",,"C",,"Q",,
"national-park-daintree","animals","reptiles","Scincidae","Glaphyromorphus fuscicaudis","brown-tailed bar-lipped skink",,"C",,"Q",,
"national-park-daintree","animals","reptiles","Scincidae","Gnypetoscincus queenslandiae","prickly forest skink",,"C",,"Q",,
"national-park-daintree","animals","reptiles","Scincidae","Lampropholis coggeri","rainforest sunskink",,"C",,"Q",,
"national-park-daintree","animals","reptiles","Scincidae","Lampropholis robertsi","grey-bellied sunskink",,"C",,"Q",,
"national-park-daintree","animals","reptiles","Scincidae","Lygisaurus laevis","rainforest edge litter-skink",,"C",,"Q",,
"national-park-daintree","animals","reptiles","Scincidae","Saproscincus basiliscus","basilisk shadeskink",,"C",,"Q",,
"national-park-daintree","animals","reptiles","Scincidae","Saproscincus czechurai","wedge-snouted shadeskink",,"C",,"Q",,
"national-park-daintree","animals","reptiles","Scincidae","Saproscincus lewisi","Cooktown shadeskink",,"C",,"Q",,
"national-park-daintree","animals","reptiles","Scincidae","Saproscincus sp.",,,"C",,"QA",,
"national-park-daintree","animals","reptiles","Scincidae","Saproscincus tetradactylus","four-fingered shadeskink",,"C",,"Q",,
"national-park-daintree","animals","reptiles","Varanidae","Varanus semiremex","rusty monitor",,"C",,"Q",,
"national-park-daintree","animals","reptiles","Varanidae","Varanus varius","lace monitor",,"C",,"QA",,
"national-park-daintree","animals","reptiles","Agamidae","Lophosaurus boydii","Boyd's forest dragon",,"C",,"Q",,
"national-park-daintree","animals","reptiles","Carphodactylidae","Carphodactylus laevis","chameleon gecko",,"C",,"Q",,
"national-park-daintree","animals","reptiles","Carphodactylidae","Saltuarius cornutus","northern leaf-tailed gecko",,"C",,"Q",,
"national-park-daintree","animals","reptiles","Gekkonidae","Gehyra dubia","dubious dtella",,"C",,"QA",,
"national-park-daintree","animals","reptiles","Gekkonidae","Hemidactylus frenatus","house gecko",,,,"II",,
"national-park-daintree","animals","reptiles","Gekkonidae","Lepidodactylus lugubris","mourning gecko",,"C",,"QI",,
"national-park-daintree","animals","reptiles","Crocodylidae","Crocodylus porosus","estuarine crocodile",,"V",,"QAI","I",
"national-park-daintree","animals","amphibians","Bufonidae","Rhinella marina","cane toad",,,,"II",,
"national-park-daintree","animals","amphibians","Ranidae","Papurana daemeli","Australian woodfrog",,"C",,"QAI","I",
"national-park-daintree","animals","amphibians","Microhylidae","Austrochaperina fryi","peeping whistlefrog",,"C",,"Q",,
"national-park-daintree","animals","amphibians","Microhylidae","Austrochaperina pluvialis","white browed whistlefrog",,"C",,"Q",,
"national-park-daintree","animals","amphibians","Microhylidae","Cophixalus aenigma","tapping nurseryfrog",,"E","E","Q",,
"national-park-daintree","animals","amphibians","Microhylidae","Cophixalus concinnus","beautiful nurseryfrog",,"CR","CE","Q",,
"national-park-daintree","animals","amphibians","Microhylidae","Cophixalus concinnus sensu lato",,Y,"NT",,"Q",,
"national-park-daintree","animals","amphibians","Hylidae","Litoria bicolor","northern sedgefrog",,"C",,"QAI",,
"national-park-daintree","animals","amphibians","Hylidae","Litoria caerulea","common green treefrog",,"C",,"QAI",,
"national-park-daintree","animals","amphibians","Hylidae","Litoria fallax","eastern sedgefrog",,"C",,"QA","I",
"national-park-daintree","animals","amphibians","Hylidae","Litoria gracilenta","graceful treefrog",,"C",,"QA","I",
"national-park-daintree","animals","amphibians","Hylidae","Litoria infrafrenata","white lipped treefrog",,"C",,"QAI",,
"national-park-daintree","animals","amphibians","Hylidae","Litoria lesueuri sensu lato","stony creek frog",Y,"C",,"QA",,
"national-park-daintree","animals","amphibians","Hylidae","Litoria lorica","little waterfall frog",,"CR","CE","Q","I",
"national-park-daintree","animals","amphibians","Hylidae","Litoria microbelos","javelin frog",,"C",,"QA",,
"national-park-daintree","animals","amphibians","Hylidae","Litoria nannotis","waterfall frog",,"E",,"Q","I",
"national-park-daintree","animals","amphibians","Hylidae","Litoria nasuta","striped rocketfrog",,"C",,"QAI","I",
"national-park-daintree","animals","amphibians","Hylidae","Litoria rheocola","common mistfrog",,"E",,"Q","I",
"national-park-daintree","animals","amphibians","Hylidae","Litoria rothii","eastern laughing treefrog",,"C",,"QI",,
"national-park-daintree","animals","amphibians","Hylidae","Litoria rubella","ruddy treefrog",,"C",,"QAI",,
"national-park-daintree","animals","amphibians","Hylidae","Litoria serrata","tapping green eyed frog",,"V",,"Q","I",
"national-park-daintree","animals","amphibians","Hylidae","Litoria xanthomera","orange thighed treefrog",,"C",,"Q","I",
"national-park-daintree","animals","amphibians","Myobatrachidae","Crinia remota","northern froglet",,"C",,"QAI","I",
"national-park-daintree","animals","amphibians","Myobatrachidae","Mixophyes coggeri","mottled barred frog",,"C",,"Q",,
"national-park-daintree","animals","amphibians","Myobatrachidae","Mixophyes schevilli sensu lato","northern barred frog",Y,"C",,"Q",,
"national-park-daintree","animals","amphibians","Myobatrachidae","Taudactylus acutirostris","sharp snouted dayfrog",,"PE","EX","Q",,
"national-park-daintree","animals","amphibians","Myobatrachidae","Taudactylus rheophilus","northern tinkerfrog",,"CR","CE","Q","I",
"national-park-daintree","animals","amphibians","Limnodynastidae","Limnodynastes convexiusculus","marbled frog",,"C",,"QAI","I",
"national-park-daintree","animals","amphibians","Limnodynastidae","Platyplectrum ornatum","ornate burrowing frog",,"C",,"QA","I",
"national-park-daintree","animals","ray-finned fishes","Scatophagidae","Scatophagus argus","spotted scat",,,,"QAI","D",
"national-park-daintree","animals","ray-finned fishes","Gobiidae","Awaous acritosus","roman-nose goby",,,,"QI","D",
"national-park-daintree","animals","ray-finned fishes","Gobiidae","Glossogobius illimis","false celebes goby",,,,"QAI","D",
"national-park-daintree","animals","ray-finned fishes","Gobiidae","Redigobius bikolanus","speckled goby",,,,"QAI","D",
"national-park-daintree","animals","ray-finned fishes","Gobiidae","Redigobius chrysosoma","spotfin goby",,,,"QAI","D",
"national-park-daintree","animals","ray-finned fishes","Gobiidae","Sicyopterus cf. lagocephalus","cling-goby",,,,"QAI","D",
"national-park-daintree","animals","ray-finned fishes","Gobiidae","Sicyopus discordipinnis",,,,,"QI",,
"national-park-daintree","animals","ray-finned fishes","Gobiidae","Stiphodon pelewensis","Daintree cling goby",,"V",,"QAI","D",
"national-park-daintree","animals","ray-finned fishes","Gobiidae","Stiphodon rutilaureus","orange cling goby",,"V",,"QAI","D",
"national-park-daintree","animals","ray-finned fishes","Gobiidae","Stiphodon semoni","neon goby",,,"CE","QAI","D",
"national-park-daintree","animals","ray-finned fishes","Eleotridae","Bunaka gyrinoides","greenback gudgeon",,,,"QI","D",
"national-park-daintree","animals","ray-finned fishes","Eleotridae","Eleotris fusca","brown spine-cheek gudgeon",,,,"QI","D",
"national-park-daintree","animals","ray-finned fishes","Eleotridae","Giuris margaritacea","snakehead gudgeon",,,,"QI","D",
"national-park-daintree","animals","ray-finned fishes","Eleotridae","Hypseleotris compressa","empire gudgeon",,,,"QAI","D",
"national-park-daintree","animals","ray-finned fishes","Eleotridae","Mogurnda adspersa","southern purplespotted gudgeon",,,,"QA","D",
"national-park-daintree","animals","ray-finned fishes","Eleotridae","Ophiocara porocephala","spangled gudgeon",,,,"QAI","D",
"national-park-daintree","animals","ray-finned fishes","Lutjanidae","Lutjanus argentimaculatus","mangrove jack",,,,"QAI","D",
"national-park-daintree","animals","ray-finned fishes","Carangidae","Caranx sexfasciatus","bigeye trevally",,,,"QAI","D",
"national-park-daintree","animals","ray-finned fishes","Kuhliidae","Kuhlia marginata","spotted flagtail",,,,"QI","D",
"national-park-daintree","animals","ray-finned fishes","Kuhliidae","Kuhlia rupestris","jungle perch",,,,"QI","D",
"national-park-daintree","animals","ray-finned fishes","Terapontidae","Mesopristes argenteus","silver grunter",,,,"QI","D",
"national-park-daintree","animals","ray-finned fishes","Ambassidae","Ambassis miops","flagtail glassfish",,,,"QI","D",
"national-park-daintree","animals","ray-finned fishes","Scorpaenidae","Notesthes robusta","bullrout",,,,"QA","D",
"national-park-daintree","animals","ray-finned fishes","Pseudomugilidae","Pseudomugil signifer","Pacific blue eye",,,,"QA","D",
"national-park-daintree","animals","ray-finned fishes","Melanotaeniidae","Cairnsichthys bitaeniatus","Daintree rainbowfish",,,"CE","Q",,
"national-park-daintree","animals","ray-finned fishes","Melanotaeniidae","Melanotaenia splendida splendida","eastern rainbowfish",,,,"Q","D",
"national-park-daintree","animals","ray-finned fishes","Melanotaeniidae","Melanotaenia trifasciata","banded rainbowfish",,,,"QA","D",
"national-park-daintree","animals","ray-finned fishes","Plotosidae","Tandanus tropicanus",,,,,"Q","I",
"national-park-daintree","animals","ray-finned fishes","Muraenidae","Gymnothorax polyuranodon","freshwater moray",,,,"QI","D",
"national-park-daintree","animals","ray-finned fishes","Anguillidae","Anguilla marmorata","giant mottled eel",,,,"VI","D",
"national-park-daintree","animals","ray-finned fishes","Anguillidae","Anguilla obscura","Pacific shortfin eel",,,,"QI","D",
"national-park-daintree","animals","ray-finned fishes","Anguillidae","Anguilla reinhardtii","longfin eel",,,,"QAI","D",
"national-park-daintree","animals","ray-finned fishes","Megalopidae","Megalops cyprinoides","oxeye herring",,,,"QAI","D",
"national-park-daintree","animals","insects","Nymphalidae","Neptis praslini staudingereana","yellow-eyed plane",,,,"Q",,
"national-park-daintree","animals","insects","Megapodagrionidae","Austroargiolestes aureus","tropical flatwing",,,,"Q","I",
"national-park-daintree","chromists","brown algae","Dictyotaceae","Dictyotopsis propagulifera",,,"C",,"Q",,
"national-park-daintree","fungi","Agaricomycetes","Agaricaceae","Lycoperdon",,,,,"U",,
"national-park-daintree","fungi","Agaricomycetes","Clavariaceae","Clavaria",,,,,"U",,
"national-park-daintree","fungi","Agaricomycetes","Ganodermataceae","Ganoderma",,,,,"U",,
"national-park-daintree","fungi","Agaricomycetes","Ganodermataceae","Ganoderma steyaertanum",,,"C",,"QA",,
"national-park-daintree","fungi","Agaricomycetes","Hymenochaetaceae","Inonotus",,,,,"U",,
"national-park-daintree","fungi","Agaricomycetes","Marasmiaceae","Marasmius",,,,,"U",,
"national-park-daintree","fungi","Agaricomycetes","Mesophelliaceae","Gummiglobus joyceae",,,"C",,"Q",,
"national-park-daintree","fungi","Agaricomycetes","Mycenaceae","Mycena",,,,,"U",,
"national-park-daintree","fungi","Agaricomycetes","Mycenaceae","Panellus pusillus",,,"C",,"QA",,
"national-park-daintree","fungi","Agaricomycetes","Omphalotaceae","Marasmiellus",,,,,"U",,
"national-park-daintree","fungi","Agaricomycetes","Phallaceae","Aseroe arachnoidea",,,"C",,"Q",,
"national-park-daintree","fungi","Agaricomycetes","Physalacriaceae","Gloiocephala",,,,,"U",,
"national-park-daintree","fungi","Agaricomycetes","Polyporaceae","Hexagonia tenuis",,,"C",,"QAI",,
"national-park-daintree","fungi","Agaricomycetes","Polyporaceae","Lentinus",,,,,"U",,
"national-park-daintree","fungi","Agaricomycetes","Polyporaceae","Microporus",,,,,"U",,
"national-park-daintree","fungi","Agaricomycetes","Polyporaceae","Microporus xanthopus",,,"C",,"QAI",,
"national-park-daintree","fungi","Agaricomycetes","Polyporaceae","Panus fasciatus",,,"C",,"QA",,
"national-park-daintree","fungi","Agaricomycetes","Polyporaceae","Polyporus",,,,,"U",,
"national-park-daintree","fungi","Agaricomycetes","Polyporaceae","Pycnoporus coccineus",,,"C",,"QA",,
"national-park-daintree","fungi","Agaricomycetes","Polyporaceae","Trametes",,,,,"U",,
"national-park-daintree","fungi","Agaricomycetes","Stereaceae","Stereum",,,,,"U",,
"national-park-daintree","fungi","Agaricomycetes","Stereopsidaceae","Stereopsis",,,,,"U",,
"national-park-daintree","fungi","dothideomycetes","Aliquandostipitaceae","Jahnula queenslandica",,,"C",,"Q",,
"national-park-daintree","fungi","lecanoromycetes","Cladoniaceae","Cladia aggregata",,,"C",,"QAI",,
"national-park-daintree","fungi","lecanoromycetes","Graphidaceae","Myriotrema rugiferum",,,"C",,"Q",,
"national-park-daintree","fungi","lecanoromycetes","Lecanoraceae","Lecanora pangerangoensis",,,"C",,"Q",,
"national-park-daintree","fungi","lecanoromycetes","Lobariaceae","Pseudocyphellaria sulphurea",,,"C",,"QA",,
"national-park-daintree","fungi","lecanoromycetes","Lobariaceae","Sticta diversa",,,"C",,"QA",,
"national-park-daintree","fungi","lecanoromycetes","Lobariaceae","Sticta sayeri",,,"C",,"QA",,
"national-park-daintree","fungi","lecanoromycetes","Pannariaceae","Lepidocollema marianum",,,"C",,"QAI",,
"national-park-daintree","fungi","lecanoromycetes","Parmeliaceae","Parmotrema robustum",,,"C",,"QA",,
"national-park-daintree","fungi","lecanoromycetes","Parmeliaceae","Parmotrema saccatilobum",,,"C",,"QAI",,
"national-park-daintree","fungi","lecanoromycetes","Parmeliaceae","Relicina circumnodata",,,"C",,"Q",,
"national-park-daintree","fungi","lecanoromycetes","Parmeliaceae","Relicina sublanea",,,"C",,"Q",,
"national-park-daintree","fungi","lecanoromycetes","Parmeliaceae","Usnea alboverrucata",,,"C",,"QA",,
"national-park-daintree","fungi","lecanoromycetes","Parmeliaceae","Usnea baileyi",,,"C",,"QAI",,
"national-park-daintree","fungi","lecanoromycetes","Parmeliaceae","Usnea nidifica",,,"C",,"QAI",,
"national-park-daintree","fungi","lecanoromycetes","Physciaceae","Heterodermia",,,,,"U",,
"national-park-daintree","fungi","lecanoromycetes","Porinaceae","Porina elixiana",,,"C",,"Q",,
"national-park-daintree","fungi","lecanoromycetes","Porinaceae","Porina papuensis",,,"C",,"Q",,
"national-park-daintree","fungi","lecanoromycetes","Ramalinaceae","Ramalina confirmata",,,"C",,"QAI",,
"national-park-daintree","fungi","lecanoromycetes","Ramalinaceae","Ramalina subfraxinea var. subfraxinea",,,"C",,"QAI",,
"national-park-daintree","fungi","lecanoromycetes","Ramalinaceae","Ramalina tropica",,,"C",,"QI",,
"national-park-daintree","fungi","lecanoromycetes","Sphaerophoraceae","Bunodophoron diplotypum",,,"C",,"Q",,
"national-park-daintree","fungi","sordariomycetes","Chaetosphaeriaceae","Kionochaeta caudaleonis",,,"C",,"Q",,
"national-park-daintree","plants","Ulvophyceae","Trentepohliaceae","Trentepohlia arborum",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Acanthaceae","Acanthus ilicifolius",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Acanthaceae","Avicennia marina subsp. australasica",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Acanthaceae","Barleria strigosa",,,,,"IU",,
"national-park-daintree","plants","land plants","Acanthaceae","Brillantaisia lamium",,,,,"IU",,
"national-park-daintree","plants","land plants","Acanthaceae","Hygrophila angustifolia",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Acanthaceae","Pseuderanthemum variabile","pastel flower",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Acanthaceae","Strobilanthes alternata",,,,,"IU",,
"national-park-daintree","plants","land plants","Acanthaceae","Strobilanthes linearifolia",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Acanthaceae","Strobilanthes reptans",,,,,"IU",,
"national-park-daintree","plants","land plants","Acanthaceae","Thunbergia alata","black-eyed Susan",,,,"IU",,
"national-park-daintree","plants","land plants","Achariaceae","Ryparosa kurrangii",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Adelanthaceae","Cuspidatula monodon",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Alseuosmiaceae","Crispiloba disperma",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Amaranthaceae","Alternanthera ficoidea",,,,,"IU",,
"national-park-daintree","plants","land plants","Anacardiaceae","Blepharocarya involucrigera",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Anacardiaceae","Buchanania mangoides",,,"V",,"Q",,
"national-park-daintree","plants","land plants","Anacardiaceae","Semecarpus australiensis","native cashew tree",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Anastrophyllaceae","Plicanthus hirtellus",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Annonaceae","Annona glabra","pond apple",,,,"IU",,
"national-park-daintree","plants","land plants","Annonaceae","Annonaceae",,,,,"U",,
"national-park-daintree","plants","land plants","Annonaceae","Cananga odorata","Ylang-ylang",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Annonaceae","Goniothalamus australis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Annonaceae","Polyalthia xanthocarpa",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Annonaceae","Pseuduvaria froggattii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Annonaceae","Xylopia maccreae",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Apiaceae","Centella asiatica",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Apiaceae","Mackinlaya confusa",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Apocynaceae","Allamanda cathartica","yellow allamanda",,,,"IU",,
"national-park-daintree","plants","land plants","Apocynaceae","Alstonia muelleriana","hard milkwood",,"C",,"QI",,
"national-park-daintree","plants","land plants","Apocynaceae","Alstonia scholaris","white cheesewood",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Apocynaceae","Alyxia ilicifolia",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Apocynaceae","Alyxia orophila","mountain alyxia",,"C",,"Q",,
"national-park-daintree","plants","land plants","Apocynaceae","Alyxia spicata",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Apocynaceae","Cerbera floribunda",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Apocynaceae","Cerbera manghas",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Apocynaceae","Dischidia major","pitcher plant",,"C",,"QI",,
"national-park-daintree","plants","land plants","Apocynaceae","Dischidia nummularia","button orchid",,"C",,"QI",,
"national-park-daintree","plants","land plants","Apocynaceae","Gymnanthera oblonga",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Apocynaceae","Hoya australis subsp. tenuipes",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Apocynaceae","Hoya pottsii",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Apocynaceae","Ichnocarpus frutescens",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Apocynaceae","Kopsia arborea",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Apocynaceae","Leichhardtia glandulifera",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Apocynaceae","Leichhardtia racemosa",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Apocynaceae","Melodinus acutiflorus","bellbird vine",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Apocynaceae","Melodinus australis","southern melodinus",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Apocynaceae","Parsonsia grayana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Apocynaceae","Parsonsia langiana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Apocynaceae","Parsonsia latifolia","green-leaved silkpod",,"C",,"Q",,
"national-park-daintree","plants","land plants","Apocynaceae","Parsonsia longipetiolata",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Apocynaceae","Wrightia laevis",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Aquifoliaceae","Ilex arnhemensis subsp. ferdinandi",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Araceae","Epipremnum pinnatum 'Aureum'",,,,,"IU",,
"national-park-daintree","plants","land plants","Araceae","Pothos brassii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Araceae","Rhaphidophora australasica",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Araceae","Rhaphidophora petrieana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Araceae","Syngonium podophyllum",,,,,"IU",,
"national-park-daintree","plants","land plants","Araliaceae","Motherwellia haplosciadea",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Araliaceae","Polyscias australiana","ivory basswood",,"C",,"Q",,
"national-park-daintree","plants","land plants","Araliaceae","Polyscias elegans","celery wood",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Araliaceae","Polyscias purpurea",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Araliaceae","Polyscias willmottii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Araliaceae","Trachymene geraniifolia",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Arecaceae","Archontophoenix alexandrae","Alexandra palm",,"C",,"QI",,
"national-park-daintree","plants","land plants","Arecaceae","Calamus australis","hairy Mary",,"C",,"Q",,
"national-park-daintree","plants","land plants","Arecaceae","Calamus vitiensis",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Arecaceae","Laccospadix australasicus","Atherton palm",,"C",,"Q",,
"national-park-daintree","plants","land plants","Arecaceae","Licuala ramsayi var. ramsayi",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Arecaceae","Linospadix microcaryus",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Arecaceae","Linospadix minor",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Arecaceae","Normanbya normanbyi","black palm",,"C",,"Q",,
"national-park-daintree","plants","land plants","Arecaceae","Ptychosperma elegans","solitaire palm",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Argophyllaceae","Argophyllum cryptophlebum",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Argophyllaceae","Argophyllum iridescens",,,"V",,"Q",,
"national-park-daintree","plants","land plants","Aristolochiaceae","Aristolochia acuminata",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Aristolochiaceae","Pararistolochia deltantha",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Aspleniaceae","Asplenium laserpitiifolium","Johnstone River maidenhair",,"C",,"QI",,
"national-park-daintree","plants","land plants","Aspleniaceae","Asplenium nidus",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Aspleniaceae","Asplenium polyodon","mare's tail fern",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Aspleniaceae","Asplenium simplicifrons",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Aspleniaceae","Hymenasplenium wildii",,,"V","V","Q",,
"national-park-daintree","plants","land plants","Asteraceae","Ageratum conyzoides subsp. conyzoides",,,,,"IU",,
"national-park-daintree","plants","land plants","Asteraceae","Camptacra robusta",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Asteraceae","Coronidium rupicola",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Asteraceae","Eclipta prostrata","white eclipta",,,,"IU","I",
"national-park-daintree","plants","land plants","Asteraceae","Elephantopus mollis","tobacco weed",,,,"IU",,
"national-park-daintree","plants","land plants","Asteraceae","Parthenium hysterophorus","parthenium weed",,,,"IU",,
"national-park-daintree","plants","land plants","Asteraceae","Praxelis clematidea",,,,,"IU",,
"national-park-daintree","plants","land plants","Asteraceae","Sphaeromorphaea subintegra",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Asteraceae","Sphagneticola trilobata",,,,,"IU",,
"national-park-daintree","plants","land plants","Asteraceae","Synedrella nodiflora",,,,,"IU",,
"national-park-daintree","plants","land plants","Atherospermataceae","Doryphora aromatica",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Athyriaceae","Diplazium dameriae",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Athyriaceae","Diplazium proliferum",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Aulacomniaceae","Mesochaete taxiforme",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Balanopaceae","Balanops australiana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Balantiopsidaceae","Acroscyphella iwatsukii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Balantiopsidaceae","Balantiopsis",,,,,"U",,
"national-park-daintree","plants","land plants","Begoniaceae","Begonia hirtella",,,,,"IU",,
"national-park-daintree","plants","land plants","Bignoniaceae","Deplanchea tetraphylla",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Bignoniaceae","Pandorea nervosa",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Bignoniaceae","Saritaea magnifica",,,,,"IU",,
"national-park-daintree","plants","land plants","Bignoniaceae","Tecomanthe burungu",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Blechnaceae","Blechnum cartilagineum","gristle fern",,"C",,"QA",,
"national-park-daintree","plants","land plants","Blechnaceae","Blechnum orientale",,,"SL",,"QAI",,
"national-park-daintree","plants","land plants","Blechnaceae","Blechnum wurunuran",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Blechnaceae","Stenochlaena palustris","climbing swamp fern",,"SL",,"QAI",,
"national-park-daintree","plants","land plants","Blechnaceae","Telmatoblechnum indicum",,,"SL",,"QAI",,
"national-park-daintree","plants","land plants","Boryaceae","Borya septentrionalis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Bryaceae","Rosulabryum albolimbatum",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Bryaceae","Rosulabryum billarderii",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Byttneriaceae","Commersonia macrostipulata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Byttneriaceae","Melochia corchorifolia",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Calophyllaceae","Calophyllum australianum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Calophyllaceae","Calophyllum inophyllum","beach calophyllum",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Calophyllaceae","Kayea concinna",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Calophyllaceae","Kayea larnachiana",,,"V",,"Q",,
"national-park-daintree","plants","land plants","Calycanthaceae","Idiospermum australiense",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Calymperaceae","Arthrocormus schimperi",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Calymperaceae","Calymperes erosum",,,"C",,"Q",,
